age,round.age,Carbon,Oxygen
2.279459,2,-0.64,4.39
2.2812770000000002,2,-1.24,4.38
2.282165,2,-0.46,4.29
2.2828,2,-0.48,4.07
2.284781,2,-1.15,4.06
2.286182,2,-1.04,3.86
2.286839,2,-0.99,4.48
2.288285,2,-1.29,4.22
2.289299,2,-0.52,4.12
2.291759,2,-0.17,3.79
2.291788,2,-0.71,3.65
2.295292,2,-1.2,3.89
2.296679,2,-0.13,3.39
2.298023,2,-0.1,3.19
2.298796,2,-0.41,3.56
2.299631,2,-0.11,3.56
2.301405,2,-0.2,3.07
2.301599,2,-0.05,3.61
2.302299,2,-0.47,3.59
2.303094,2,-0.41,2.95
2.305558,2,-0.42,3.61
2.308723,2,-1,3.99
2.311495,2,-0.56,3.19
2.311888,2,-0.69,3.83
2.315072,2,-2.16,4.12
2.31538,2,-0.29,3.77
2.321742,2,-0.91,4.01
2.327787,2,-1.43,3.88
2.32865,2,-0.33,3.78
2.331054,2,-1.1,3.9
2.33432,2,-0.82,3.83
2.336878,2,-0.62,4.05
2.336898,2,-1.21,3.66
2.336957,2,-0.52,4.18
2.338074,2,-0.28,3.75
2.338825,2,-0.61,4.15
2.338942,2,-1.24,4.03
2.339192,2,-0.71,3.93
2.340309,2,-0.56,3.57
2.340576,2,-0.7,4.09
2.340771,2,-0.99,4.14
2.340987,2,-0.98,3.87
2.341427,2,-0.41,3.61
2.342523,2,-1.01,4.03
2.342544,2,-0.27,3.7
2.342718,2,-0.26,3.79
2.343031,2,-0.83,3.73
2.343662,2,-0.08,3.39
2.344469,2,-0.43,3.78
2.344779,2,-0.14,3.3
2.345075,2,-1.21,3.56
2.345897,2,-0.05,3.49
2.346416,2,-0.09,3.68
2.34702,2,-0.62,3.44
2.347176,2,-0.41,3.55
2.348661,2,-0.06,3.39
2.349888,2,0.07,3.51
2.350256,2,-0.39,3.39
2.351941,2,-0.18,3.45
2.353369,2,-1.11,3.92
2.353582,2,-1.01,3.42
2.354013,2,-0.1,3.4
2.357006,2,-0.28,3.75
2.358767,2,-0.51,4.03
2.359596,2,-0.97,4.25
2.362287,2,-0.4,3.48
2.362709,2,-1.78,3.98
2.365808,2,-0.37,3.89
2.365822,2,-0.99,3.87
2.367568,2,-0.41,3.98
2.369328,2,-0.61,4.17
2.377747,2,-1.32,3.96
2.378763,2,-0.14,3.43
2.382221,2,-0.33,3.37
2.391138,2,0.1,3.55
2.391168,2,-0.19,3.64
2.395263,2,-0.35,3.08
2.395642,2,-0.7,3.67
2.398734,2,-0.13,3.01
2.399388,2,0.15,3.74
2.400115,2,-0.88,3.77
2.402977,2,0.17,3.77
2.404503,2,-0.53,3.89
2.408415,2,-0.61,4.01
2.409633,2,0.14,3.67
2.411482,2,-1.22,3.57
2.415075,2,0.12,3.41
2.417616,2,-0.3,3.38
2.419851,2,0.18,3.81
2.42036,2,0.22,3.73
2.42202,2,0.18,3.69
2.42375,2,-0.62,3.7
2.424189,2,0,3.27
2.424363,2,-1.55,3.9
2.426358,2,-0.02,3.69
2.42743,2,-0.95,3.88
2.428052,2,-0.22,3.94
2.428526,2,-0.11,3.68
2.430497,2,-1.08,4.84
2.430616,2,-0.16,3.33
2.432853,2,-0.51,4.47
2.433564,2,-1.35,4.41
2.435007,2,-0.66,4.48
2.435743,2,-0.29,4.57
2.436018,2,-1.09,4.17
2.436945,2,-0.62,4.74
2.438307,2,-0.41,4.54
2.4391,2,-0.46,4.51
2.44087,2,-0.87,3.83
2.442493,2,-1.33,3.96
2.443433,2,-0.4,4.26
2.445105,2,-0.79,3.9
2.445562,2,-0.47,4.1
2.445997,2,-0.2,3.9
2.447717,2,-0.2,4.1
2.448779,2,-0.62,3.27
2.450603,2,-0.31,4.2
2.450865,2,-0.73,3.86
2.453601,2,0.05,3.83
2.454157,2,-0.4,3.35
2.455702,2,0.12,3.46
2.456598,2,0.09,3.47
2.457449,2,-0.34,3.39
2.459157,2,-1.08,2.77
2.459596,2,0.2,3.72
2.460742,2,-0.27,3.47
2.462593,2,0.1,3.81
2.462613,2,0,3.45
2.464035,2,-0.9,3.5
2.466068,2,-0.03,3.49
2.467327,2,-0.51,3.13
2.469524,2,-0.05,3.4
2.47062,2,-0.42,3.42
2.472678,2,-0.11,3.92
2.476112,2,-0.25,3.97
2.476435,2,-0.39,4.03
2.477205,2,-0.85,3.9
2.479546,2,-0.87,4.35
2.47989,2,-1.24,4.19
2.480497,2,-1,4.17
2.48298,2,-1.28,4.54
2.48379,2,-1.6,4.56
2.486415,2,-0.9,4.86
2.487133,2,-0.43,4.27
2.487371,2,-1.09,4.76
2.489309,2,-0.58,4.61
2.490422,2,-0.85,3.84
2.492092,2,-0.38,4.23
2.493712,2,-0.81,4.03
2.494875,2,-0.23,4
2.497239,2,-1.01,3.87
2.500442,3,-0.1,3.69
2.500907,3,-0.58,3.78
2.503225,3,-0.18,3.79
2.50358,3,-0.21,3.87
2.504575,3,-1.11,3.51
2.50687,3,-0.3,3.84
2.508242,3,-0.56,3.75
2.508739,3,-0.54,4
2.51016,3,-0.41,3.52
2.511359,3,-1.21,4.05
2.513449,3,-0.57,4.49
2.514239,3,-1.17,4.74
2.516859,3,-1.48,4.13
2.516989,3,-1.42,4.71
2.519609,3,-1.31,4.61
2.519738,3,-0.95,4.78
2.520028,3,-0.57,4.71
2.522359,3,-1.17,4.5
2.522488,3,-0.99,4.77
2.522763,3,-1.09,4.51
2.525513,3,-0.79,4.51
2.526607,3,-0.42,4.37
2.527859,3,-1.19,4.43
2.528315,3,-0.63,4.64
2.531117,3,-0.97,4.24
2.533032,3,-0.42,4.07
2.533813,3,-0.88,3.84
2.533919,3,-0.62,4.34
2.536101,3,-0.21,3.76
2.536721,3,-0.33,4.18
2.53917,3,-0.12,3.42
2.540323,3,-0.63,2.98
2.542682,3,-0.26,3.12
2.546855,3,-1.36,3.37
2.548129,3,-0.14,3.65
2.549916,3,-0.59,3.42
2.550046,3,-0.28,3.78
2.551098,3,-0.15,3.79
2.552977,3,-0.48,3.65
2.553614,3,-0.14,3.77
2.556832,3,-0.2,3.74
2.55896,3,-0.42,3.68
2.559901,3,-0.22,4.08
2.560008,3,-0.18,4.04
2.562969,3,-0.24,3.7
2.562978,3,-0.16,4.01
2.565947,3,-0.28,3.79
2.566037,3,-0.24,3.78
2.567676,3,-0.9,3.52
2.568917,3,-0.21,3.72
2.569105,3,-0.32,3.87
2.571887,3,-0.35,3.95
2.572173,3,-0.33,3.79
2.574613,3,-0.16,3.45
2.575241,3,-0.22,3.61
2.576392,3,-0.61,3.4
2.577091,3,-0.2,3.54
2.578309,3,-0.17,3.19
2.578425,3,-0.54,3.13
2.579568,3,0.08,3.54
2.581378,3,-0.13,3.82
2.582045,3,-0.62,3.26
2.582202,3,-0.48,3.34
2.584446,3,-0.18,3.42
2.585108,3,-0.38,3.27
2.5868,3,NA,3.58
2.587514,3,-0.19,3.73
2.588051,3,-0.41,3.46
2.589749,3,-0.25,3.7
2.590582,3,-0.38,3.74
2.592423,3,-0.5,3.81
2.592699,3,NA,4.19
2.593946,3,-1.45,4.03
2.595491,3,-0.62,3.5
2.595625,3,-1.28,3.54
2.595649,3,-0.6,4.11
2.597423,3,-0.84,3.97
2.598403,3,-0.67,3.99
2.598559,3,-0.83,3.9
2.600216,3,-0.75,4.05
2.600617,3,-0.99,3.73
2.601548,3,-0.91,3.87
2.601765,3,-0.64,NA
2.603557,3,-0.98,4.11
2.60367,3,-0.75,4.11
2.604369,3,-0.62,4.18
2.605055,3,-0.56,4.25
2.605748,3,-0.25,NA
2.607523,3,-0.54,4.01
2.607619,3,-0.62,3.96
2.607754,3,-1.13,3.34
2.608664,3,-0.23,4.22
2.609782,3,-0.04,NA
2.611138,3,-0.53,3.72
2.611375,3,-0.64,3.69
2.61168,3,-1.37,3.92
2.612272,3,-0.02,4.12
2.613817,3,-0.03,NA
2.613846,3,-0.78,3.65
2.615227,3,-0.45,3.63
2.615742,3,-1.1,3.62
2.616196,3,0.04,3.67
2.617851,3,-0.15,3.68
2.617908,3,-0.77,3.12
2.61908,3,-0.62,3.46
2.620214,3,-0.34,3.5
2.621482,3,-0.1,3.79
2.621785,3,-0.68,3.68
2.622565,3,NA,3.79
2.623624,3,-0.86,3.37
2.624475,3,-1.59,3.26
2.625405,3,-0.33,3.22
2.625602,3,-0.18,NA
2.627388,3,-1.34,NA
2.627542,3,-1.34,3.47
2.628139,3,0.05,3.49
2.628967,3,-0.17,3.08
2.629308,3,-0.86,3.88
2.630777,3,-1.1,3.49
2.631398,3,-0.56,3.45
2.631803,3,-0.43,3.29
2.63256,3,-0.32,3.86
2.633035,3,-0.92,3
2.635468,3,-0.33,3.84
2.635699,3,NA,3.5
2.635813,3,-0.66,3.99
2.635859,3,-0.57,3.53
2.63641,3,-0.74,3.57
2.638682,3,-0.15,3.35
2.639065,3,-1,3.97
2.639109,3,NA,3.8
2.639132,3,-0.36,3.53
2.641506,3,-0.63,3.76
2.642034,3,NA,4.2
2.642317,3,NA,4.14
2.64243,3,NA,3.7
2.642964,3,-0.8,3.52
2.644329,3,NA,3.63
2.644857,3,-0.39,4.03
2.64557,3,-1.58,4.63
2.645817,3,-0.38,3.84
2.64682,3,-1.19,4.17
2.647817,3,-0.32,4.07
2.648,3,-0.57,3.96
2.649003,3,-1.36,4.76
2.649262,3,-0.36,NA
2.6503,3,-1.13,3.95
2.650422,3,-1.31,3.92
2.650768,3,-0.21,4.34
2.652345,3,-0.37,3.79
2.652378,3,-0.7,4.43
2.652499,3,NA,3.65
2.653701,3,-0.2,3.72
2.653911,3,-0.76,3.96
2.6549,3,-0.34,3.67
2.655737,3,-0.2,3.93
2.655753,3,NA,4.29
2.656945,3,-0.32,3.34
2.657401,3,-1.79,3.57
2.657774,3,-0.11,4.09
2.658975,3,0.2,NA
2.659129,3,-0.11,3.61
2.660011,3,0.04,3.11
2.660891,3,NA,3.55
2.6618,3,0.16,3.52
2.662213,3,0.38,NA
2.662504,3,-0.43,3.68
2.662529,3,NA,3.32
2.664174,3,-1.14,NA
2.664356,3,0.18,3.59
2.664611,3,NA,NA
2.665451,3,0.1,3.45
2.665747,3,-0.29,3.85
2.666026,3,-0.02,3.15
2.666416,3,-0.3,3.35
2.666976,3,-0.47,3.01
2.66868,3,-0.33,4.05
2.668689,3,0.21,3.55
2.668703,3,0,3.15
2.669722,3,NA,3.58
2.669778,3,-0.11,3.24
2.671613,3,-0.57,3.7
2.672022,3,NA,3.25
2.672581,3,-0.25,3.25
2.6733,3,NA,3.4
2.674056,3,NA,3.35
2.674546,3,-1.88,3.88
2.674833,3,-0.09,3.32
2.675164,3,0.25,NA
2.675345,3,NA,2.83
2.675383,3,-0.27,3.33
2.676733,3,0.06,3.45
2.677479,3,-0.75,3.98
2.6779,3,-0.31,3.07
2.6779,3,-0.31,3.07
2.678185,3,-1.31,3.12
2.678402,3,NA,3.54
2.67941,3,NA,3.31
2.679945,3,NA,3.19
2.680412,3,-0.6,4.02
2.680455,3,NA,3.71
2.680455,3,NA,3.71
2.680987,3,-0.59,3.6
2.68164,3,0.1,NA
2.682087,3,-0.04,3.56
2.682244,3,NA,3.63
2.682244,3,NA,3.63
2.683011,3,NA,3.2
2.683011,3,NA,3.2
2.683345,3,-0.81,4.33
2.683789,3,-0.58,3.69
2.684763,3,-0.21,4.24
2.684877,3,-0.28,3.58
2.685056,3,-0.31,3.66
2.685056,3,-0.31,3.59
2.686278,3,-1.21,4.46
2.686333,3,-0.42,3.59
2.686333,3,-0.42,3.59
2.686592,3,-0.93,3.75
2.68744,3,NA,4.2
2.688378,3,NA,4.1
2.688378,3,NA,4.1
2.688763,3,NA,4.18
2.689211,3,-0.72,4.68
2.690117,3,-0.39,4.46
2.690678,3,NA,4.05
2.690678,3,NA,4.05
2.691353,3,-0.32,NA
2.692144,3,-1.46,4.68
2.692196,3,-0.68,4.11
2.692211,3,NA,3.96
2.692211,3,NA,3.96
2.692794,3,-0.38,4.4
2.693233,3,-1.09,3.7
2.693233,3,-1.09,3.7
2.694591,3,-0.26,3.88
2.694998,3,-0.55,3.61
2.695077,3,-1.17,4.33
2.69547,3,NA,4.16
2.695534,3,-0.56,3.8
2.695534,3,-0.56,3.8
2.6978,3,-0.38,3.67
2.697829,3,NA,3.98
2.69801,3,-1.04,4.22
2.698345,3,-0.43,3.8
2.698345,3,-0.43,3.8
2.698409,3,NA,4.13
2.700133,3,-0.71,3.64
2.700133,3,-0.71,3.64
2.700603,3,NA,3.61
2.7009,3,NA,4.39
2.7009,3,NA,4.39
2.700944,3,-0.69,4.11
2.701067,3,-0.27,3.83
2.702689,3,NA,3.97
2.702689,3,NA,3.97
2.703405,3,-1.07,3.61
2.703456,3,NA,4.37
2.703456,3,NA,4.37
2.703877,3,-2.24,4.28
2.704304,3,-0.06,NA
2.704855,3,-0.27,4.08
2.705245,3,-0.8,4.2
2.705245,3,-0.8,4.2
2.706011,3,NA,3.9
2.706011,3,NA,3.9
2.706207,3,-1.5,3.6
2.70681,3,-2.02,4.29
2.707453,3,-0.53,4.2
2.707542,3,NA,4.03
2.709009,3,-1.21,4
2.709078,3,-0.93,4.39
2.709078,3,-0.93,4.39
2.709743,3,-0.58,4.33
2.709894,3,-0.4,4.31
2.71078,3,NA,4.24
2.711251,3,NA,4.33
2.711811,3,NA,4.4
2.711889,3,-1.03,4.24
2.711889,3,-1.03,4.24
2.712335,3,NA,4.3
2.712676,3,-1.04,4.55
2.713167,3,-0.37,3.79
2.713167,3,-0.37,3.79
2.713474,3,-0.5,4.35
2.713678,3,NA,4.32
2.713678,3,NA,4.32
2.714614,3,-1.24,NA
2.714777,3,-0.49,4.37
2.715609,3,-1.48,4.79
2.715935,3,-0.15,3.92
2.716233,3,-0.57,4.47
2.716284,3,-0.49,4.12
2.717278,3,-0.91,3.58
2.717482,3,-1.14,3.93
2.718481,3,-1.14,4.52
2.719286,3,-1.01,4.49
2.719645,3,-0.03,4.22
2.720398,3,-0.27,4.23
2.720985,3,-0.7,4.2
2.721528,3,-1.73,4.81
2.722551,3,0.08,4.71
2.722833,3,-0.46,4.07
2.723517,3,-0.37,4.17
2.72449,3,-0.59,3.97
2.724576,3,-0.8,4.57
2.725731,3,-0.17,3.41
2.725817,3,-0.29,4.04
2.726636,3,-0.34,4.22
2.727293,3,-0.57,3.96
2.727623,3,-0.87,4.6
2.727993,3,NA,3.84
2.72805,3,-0.21,3.25
2.729082,3,-0.67,4
2.729755,3,-0.29,3.82
2.730671,3,NA,4.21
2.730797,3,-1.27,3.48
2.731498,3,NA,3.7
2.731528,3,-0.35,3.59
2.732874,3,-0.26,3.5
2.733718,3,-0.66,4.15
2.734426,3,0.05,3.22
2.735001,3,-0.28,3.31
2.735612,3,-0.22,3.71
2.736068,3,-0.34,3.56
2.736766,3,-0.6,3.9
2.738505,3,-0.89,3.32
2.73933,3,0.06,3.44
2.739814,3,-0.91,3.4
2.740222,3,0.06,3.47
2.741959,3,-0.29,3.32
2.742143,3,-0.17,3.54
2.742592,3,0.01,3.35
2.743121,3,-0.12,3.32
2.744223,3,-0.07,3.12
2.745273,3,-0.11,3.3
2.745909,3,-0.21,3.53
2.746019,3,-0.08,3.1
2.747485,3,-0.01,3.24
2.748587,3,NA,3
2.748627,3,-0.76,3.31
2.748673,3,-0.09,3.44
2.749,3,NA,3.82
2.750747,3,-0.19,3.31
2.751901,3,-0.22,3.37
2.752266,3,-0.38,4
2.752395,3,NA,3.29
2.753572,3,-0.69,3.83
2.754009,3,0.04,3.45
2.754713,3,-0.03,3.37
2.755204,3,-0.2,3.77
2.755214,3,-0.81,3.3
2.756837,3,-1.22,3.71
2.757271,3,-0.16,3.34
2.757612,3,-1.04,3.29
2.75847,3,NA,3.82
2.758528,3,-0.56,3.12
2.758528,3,-0.41,3.45
2.760102,3,-0.68,3.97
2.76051,3,-0.12,3.44
2.760533,3,-0.22,3.65
2.761735,3,-0.3,NA
2.761842,3,-0.4,3.51
2.761842,3,-1.79,3.61
2.763367,3,-1.52,4.1
2.763408,3,NA,3.45
2.763795,3,-0.57,3.67
2.76402,3,-0.55,3.84
2.764824,3,-0.42,3.41
2.765,3,-1.84,3.73
2.765167,3,-0.39,3.75
2.766404,3,NA,3.64
2.767105,3,-1.15,3.77
2.767211,3,-0.2,3.7
2.768015,3,-0.64,3.24
2.768509,3,-0.71,3.54
2.768636,3,-1.43,3.54
2.769783,3,-0.28,3.52
2.770115,3,-0.1,3.12
2.771026,3,NA,3.54
2.772018,3,0.05,3.31
2.772345,3,NA,3.34
2.773084,3,NA,3.09
2.774014,3,-0.16,3.6
2.774188,3,NA,3.63
2.774908,3,NA,3.22
2.775527,3,-0.77,3.21
2.777001,3,-0.12,3.28
2.77747,3,0.1,3.48
2.777537,3,-0.63,3.47
2.779035,3,-0.06,3.15
2.779084,3,NA,3.12
2.779988,3,NA,3.16
2.780478,3,0.01,3.41
2.781248,3,-0.12,3.34
2.782079,3,-0.16,3.13
2.782544,3,-0.41,3.36
2.782975,3,NA,3.06
2.783597,3,0.1,3.33
2.78496,3,-0.31,3.12
2.785393,3,-0.4,3.52
2.786035,3,NA,3.41
2.786131,3,-0.43,3.33
2.788299,3,-0.11,3.35
2.789245,3,-0.17,3.31
2.789823,3,-0.81,3.56
2.789902,3,-0.68,3.87
2.790844,3,-0.07,3.14
2.792455,3,-0.6,3.21
2.793276,3,-0.27,3.41
2.793672,3,-0.68,3.69
2.79498,3,-0.92,3.29
2.795084,3,-0.96,3.2
2.795666,3,-0.38,3.68
2.795727,3,-0.22,3.59
2.797443,3,-0.8,4.03
2.797525,3,-0.29,3.7
2.797714,3,-0.33,3.9
2.798177,3,-0.4,3.89
2.798876,3,-0.6,3.78
2.800345,3,-0.43,3.2
2.800628,3,NA,4.03
2.801213,3,-0.59,3.74
2.801343,3,-0.16,3.9
2.801444,3,-1.09,3.68
2.802086,3,NA,4.06
2.803078,3,NA,4.23
2.804206,3,-0.24,4.05
2.804291,3,-0.06,3.68
2.804984,3,-0.17,3.75
2.805297,3,-0.59,3.89
2.805585,3,NA,4.17
2.806264,3,-0.51,2.96
2.80733,3,-0.46,3.51
2.807868,3,-0.52,4.12
2.808637,3,NA,4.08
2.808691,3,NA,4.06
2.809021,3,-0.1,3.39
2.811209,3,-0.08,3.86
2.811883,3,-0.5,3.58
2.812173,3,-0.21,3.75
2.812544,3,-0.84,3.87
2.812774,3,-0.66,3.55
2.814128,3,-0.29,3.37
2.815324,3,-0.1,3.82
2.816451,3,-0.12,3.76
2.817396,3,NA,3.74
2.817396,3,NA,3.93
2.819234,3,-0.61,3.3
2.81944,3,NA,3.69
2.820359,3,-1.02,3.62
2.82079,3,-0.42,3.54
2.821749,3,-0.9,3.46
2.823556,3,-0.01,3.59
2.824266,3,-0.77,3.37
2.82434,3,-0.1,3.15
2.826102,3,-0.14,2.97
2.826848,3,-0.29,3.29
2.828174,3,0.06,3.45
2.829447,3,-0.2,3.38
2.829696,3,-0.95,3.8
2.830454,3,-0.2,2.98
2.831787,3,-0.76,3.44
2.832048,3,-0.16,3.53
2.8335,3,-0.34,3.75
2.833649,3,-0.49,3.29
2.834343,3,-0.39,3.49
2.834348,3,-0.93,3.97
2.835879,3,-0.95,4.07
2.8359,3,-0.49,NA
2.836206,3,-1.45,3.08
2.8365,3,-0.39,NA
2.836639,3,-0.83,3.41
2.836844,3,-0.52,3.62
2.838763,3,-0.57,3.22
2.839067,3,NA,3.76
2.83934,3,0.04,3.6
2.8395,3,0.33,NA
2.841112,3,-0.38,4.29
2.841321,3,-1.39,3.28
2.841588,3,-0.05,3.7
2.842087,3,-0.03,3.18
2.8425,3,-0.21,3.51
2.843878,3,-0.2,3.83
2.844109,3,-0.35,3.62
2.844334,3,-0.13,3.66
2.8455,3,-0.49,3.74
2.846344,3,-0.49,4.14
2.846435,3,-0.2,3.67
2.846581,3,-0.09,3.4
2.846629,3,-0.67,3.54
2.8485,3,-0.35,3.6
2.848992,3,-0.75,3.65
2.84915,3,0.01,3.89
2.849576,3,-0.81,3.6
2.8515,3,-0.52,3.86
2.851577,3,-0.84,4.14
2.851587,3,-0.68,3.64
2.851671,3,-0.01,3.72
2.851823,3,-0.31,3.78
2.854427,3,0.12,3.73
2.854589,3,NA,3.83
2.854838,3,-0.42,3.48
2.854974,3,-0.51,3.54
2.855,3,-0.46,3.18
2.85795,3,0,3.4
2.858088,3,-0.28,3.59
2.858561,3,NA,3.89
2.859,3,0.07,3.55
2.859507,3,NA,3.93
2.860413,3,NA,4.01
2.861311,3,-0.04,3.51
2.861417,3,-0.28,3.12
2.861539,3,-0.62,3.25
2.862283,3,NA,3.43
2.863,3,0.05,3.59
2.864746,3,0.12,3.33
2.864947,3,-0.39,4.09
2.866006,3,NA,3.26
2.867,3,0.06,3.29
2.868032,3,0.1,3.47
2.868074,3,0.14,3.41
2.86948,3,-0.13,3.71
2.869728,3,NA,3.21
2.870737,3,NA,3.28
2.871,3,-0.06,3.35
2.871393,3,0.23,3.67
2.873367,3,NA,3.41
2.873825,3,NA,3.59
2.874542,3,0.09,3.46
2.874628,3,-0.26,3.21
2.874997,3,0.06,3.64
2.876397,3,0.04,3.42
2.877583,3,-0.08,3.49
2.877884,3,-0.01,3.33
2.878481,3,-0.16,3.88
2.879427,3,NA,3.48
2.88114,3,-0.89,NA
2.881205,3,-0.23,3.89
2.881965,3,-0.16,3.87
2.882457,3,-0.27,3.62
2.883665,3,-0.05,3.85
2.884395,3,-0.27,3.35
2.884895,3,-0.3,4.14
2.885449,3,-0.11,3.8
2.885487,3,-0.39,3.67
2.8885,3,-0.32,3.58
2.888532,3,-0.64,4.26
2.888869,3,-0.17,3.68
2.890778,3,-0.16,3.58
2.890878,3,-0.37,NA
2.891472,3,-0.38,3.23
2.89176,3,-0.63,4.05
2.892302,3,-0.4,3.52
2.893552,3,-1.06,3.24
2.893926,3,-0.32,3.57
2.89424,3,-0.39,3.6
2.894444,3,NA,3.53
2.89495,3,-0.39,4.15
2.895606,3,-0.35,3.53
2.897007,3,0.13,3.7
2.897074,3,-0.11,3.48
2.897416,3,-0.14,3.53
2.89814,3,-0.59,4.04
2.898975,3,NA,3.52
2.900222,3,-0.01,3.28
2.900388,3,NA,3.45
2.901331,3,-0.72,3.77
2.902344,3,NA,3.51
2.90336,3,-1.3,3.34
2.903371,3,-0.1,3.25
2.904551,3,-1.04,3.64
2.905814,3,NA,3.61
2.905936,3,-0.52,3.51
2.906469,3,-1.69,3.31
2.906667,3,-0.47,3.24
2.907929,3,-0.09,3.83
2.909381,3,0.03,3.81
2.909616,3,-0.51,3.33
2.91,3,-0.73,2.88
2.911307,3,-1.25,3.9
2.912163,3,-0.66,3.55
2.912763,3,-1.02,3.52
2.912904,3,NA,3.55
2.913333,3,-0.25,3.39
2.914667,3,-0.34,3.79
2.915276,3,0.04,3.69
2.915751,3,-0.42,3
2.916067,3,-0.88,3.4
2.916667,3,-0.25,3.53
2.918,3,-1.52,3.74
2.918598,3,NA,3.52
2.9194,3,-0.58,3.54
2.92,3,-0.89,2.83
2.921334,3,-1.06,3.98
2.921444,3,NA,3.51
2.922733,3,-1.23,3.44
2.923333,3,NA,3.64
2.92431,3,NA,3.5
2.92471,3,-1.28,4.22
2.9262,3,-0.9,3.82
2.926839,3,-0.6,3.44
2.92734,3,-0.41,3.87
2.928258,3,-0.73,4.27
2.929678,3,-0.44,3.58
2.929748,3,-0.62,3.58
2.93037,3,-0.41,3.76
2.931807,3,-0.84,4.32
2.933226,3,-0.35,3.31
2.933297,3,NA,3.45
2.933401,3,-0.46,3.77
2.933935,3,NA,3.89
2.934593,3,0.05,3.34
2.936138,3,-0.52,3.9
2.936586,3,-0.19,3.73
2.936758,3,-0.28,3.41
2.937484,3,-0.25,3.44
2.93981,3,NA,3.33
2.940145,3,-0.6,2.99
2.940145,3,NA,3.52
2.940665,3,-0.8,3.72
2.941032,3,-0.61,3.11
2.941171,3,-0.35,3.18
2.943034,3,NA,2.98
2.943532,3,-0.73,3
2.944459,3,0,3.33
2.944581,3,-0.53,3.07
2.945193,3,-0.39,3.57
2.946447,3,-0.37,3.29
2.947694,3,0.02,3.27
2.948062,3,-0.7,3.02
2.949603,3,-0.28,3.51
2.950172,3,-0.28,3.09
2.9515,3,-0.23,2.91
2.953112,3,-0.28,3.42
2.953453,3,NA,2.97
2.953989,3,NA,3.79
2.954012,3,NA,3.11
2.954066,3,0.12,3.48
2.954938,3,-0.13,3.08
2.956734,3,-0.46,3.18
2.957252,3,0.08,3.69
2.957498,3,NA,3.24
2.957619,3,-0.03,3.3
2.958375,3,-0.15,3.17
2.959393,3,NA,3.53
2.960058,3,NA,3.35
2.960438,3,NA,2.82
2.960565,3,NA,3.58
2.961813,3,-0.42,3.11
2.961875,3,-0.4,3.71
2.962387,3,0.05,3.4
2.963385,3,NA,3.62
2.963512,3,-0.27,2.91
2.964562,3,-0.22,3.52
2.96525,3,NA,3.53
2.965375,3,-0.67,3.59
2.966458,3,NA,3.38
2.966712,3,-0.33,3.48
2.966809,3,-0.16,3.73
2.968,3,NA,3.5
2.968815,3,NA,3.86
2.969037,3,-0.46,4.02
2.969665,3,NA,3.6
2.970415,3,-0.4,3.6
2.972889,3,NA,3.79
2.973157,3,NA,3.75
2.973185,3,-0.61,4.09
2.976148,3,-0.05,3.63
2.976649,3,-0.38,3.47
2.976963,3,NA,3.33
2.977334,3,NA,4.13
2.978251,3,-0.24,4.01
2.978301,3,-0.66,3.56
2.980107,3,-0.29,3.71
2.980393,3,NA,3.65
2.98066,3,-0.52,3.74
2.981322,3,NA,3.79
2.981662,3,NA,3.56
2.981854,3,-0.52,4.2
2.982069,3,0.1,3.47
2.984758,3,-1.24,3.53
2.98521,3,NA,3.74
2.9855,3,-0.27,3.39
2.985965,3,-0.08,3.68
2.98605,3,NA,3.89
2.986372,3,NA,2.82
2.986634,3,-1.17,3.99
2.987853,3,-0.18,3.12
2.98976,3,-0.32,3.3
2.990675,3,0.06,3.67
2.990948,3,-0.43,3.16
2.991413,3,-0.24,3.73
2.992,3,0.1,4.03
2.993628,3,-0.6,3.22
2.993964,3,-0.73,3.36
2.994061,3,-0.05,3.25
2.994291,3,-0.22,3.54
2.994946,3,NA,3.41
2.994955,3,-0.39,3.64
2.996582,3,-0.47,3.19
2.996835,3,NA,3.63
2.997046,3,0.11,3.64
2.997237,3,-0.2,3.48
2.997564,3,NA,3.61
2.998324,3,-0.38,3.82
3.000182,3,-0.51,3.62
3.00051,3,-0.23,3.53
3.001693,3,-0.59,4.18
3.003017,3,-0.14,3.69
3.003782,3,-0.59,3.7
3.004109,3,-0.85,4.22
3.005736,3,-0.59,4.05
3.007055,3,-0.74,3.52
3.007922,3,NA,3.84
3.008037,3,NA,4.03
3.008433,3,-0.55,4.08
3.010327,3,-0.95,3.91
3.010655,3,-0.71,4.02
3.010757,3,-0.15,3.77
3.011376,3,-0.25,NA
3.011805,3,-0.95,3.97
3.013273,3,-1.06,NA
3.013591,3,NA,3.79
3.013928,3,NA,4.06
3.014361,3,-0.09,NA
3.015177,3,-0.9,3.84
3.016425,3,-0.46,3.94
3.017346,3,-0.2,3.72
3.017874,3,-1.08,3.77
3.018182,3,-0.32,3.9
3.020145,3,NA,3.81
3.0208,3,NA,4.02
3.021247,3,NA,3.89
3.022094,3,-0.24,3.77
3.023316,3,-0.48,3.79
3.024073,3,NA,3.91
3.024618,3,-1.04,3.49
3.024928,3,-0.39,3.81
3.025292,3,NA,3.77
3.026302,3,-0.37,NA
3.027018,3,-0.46,3.72
3.027882,3,-0.18,3.81
3.02799,3,-0.88,3.61
3.028629,3,NA,3.73
3.029236,3,-0.27,NA
3.0302,3,-0.51,3.75
3.031143,3,-1.01,3.49
3.031289,3,-0.49,3.57
3.031772,3,NA,3.7
