age,round.age,Carbon,Oxygen
5.64e-4,0,-0.8,3.52
0.002689,0,0.43,3.57
0.003099,0,-0.07,3.56
0.004131,0,-1.22,3.51
0.005134,0,0.23,3.7
0.005617,0,-0.32,3.91
0.005917,0,0.23,3.81
0.007103,0,-0.52,3.83
0.007579,0,-0.28,4.23
0.008589,0,-0.14,3.82
0.010024,0,-0.69,4.71
0.010076,0,-0.92,5.14
0.011553,0,-0.72,4.82
0.012469,0,-0.67,4.82
0.013048,0,-1.25,5.22
0.014006,0,-0.69,5.38
0.014914,0,-0.88,5.46
0.015196,0,-0.86,5.25
0.015414,0,-0.52,5.39
0.016821,0,-0.73,5.35
0.017359,0,-0.72,5.34
0.017785,0,-0.98,5.19
0.018229,0,-0.63,5.3
0.019636,0,-0.68,5.22
0.019804,0,-0.59,5.13
0.019804,0,-0.59,5.22
0.020375,0,-0.8,5.09
0.022249,0,-0.64,5.12
0.022964,0,-0.85,4.98
0.023859000000000002,0,-0.52,5.03
0.024626,0,-0.65,5.07
0.024969,0,-1.03,4.97
0.02575,0,-0.46,4.94
0.026585,0,-0.71,4.94
0.026585,0,-0.7,4.94
0.026833,0,-0.21,4.87
0.027694,0,-0.48,4.97
0.0282,0,-0.75,4.89
0.02904,0,-0.28,5.03
0.029815,0,-0.67,4.92
0.031246,0,-0.2,4.79
0.031246,0,-0.62,4.83
0.031431,0,-0.69,4.84
0.031583,0,-0.19,4.87
0.033046,0,-0.55,4.81
0.033453,0,-0.12,4.83
0.033528,0,0,4.85
0.034662,0,-0.83,4.86
0.035472,0,-0.18,4.65
0.036277,0,-0.73,4.82
0.037892,0,-0.46,4.79
0.037892,0,-0.88,4.72
0.039361,0,-0.32,4.78
0.039508,0,-0.32,4.72
0.040074,0,-0.45,4.78
0.041123,0,-0.63,4.93
0.041306,0,-0.5,4.86
0.042281,0,-0.04,4.73
0.042738,0,-0.24,4.72
0.04325,0,-0.28,4.74
0.04325,0,-0.22,4.86
0.044354,0,-0.95,4.65
0.044487,0,-0.49,4.45
0.045181,0,-0.54,4.61
0.04604,0,-0.74,4.6
0.046625,0,-0.04,4.89
0.046758,0,0.02,4.79
0.047773,0,-0.75,4.61
0.048431,0,-0.1,4.85
0.049049,0,-0.11,4.57
0.049507,0,-0.31,4.76
0.050236,0,-0.01,4.86
0.05124,0,-1.07,4.9
0.051339,0,-0.4,4.54
0.052042,0,0.15,4.73
0.052973,0,-0.45,4.75
0.053629,0,-0.15,4.73
0.053629,0,-0.16,4.67
0.053847,0,-0.17,4.46
0.054707,0,-0.86,4.65
0.055111,0,-0.53,4.67
0.05592,0,-0.65,4.74
0.05644,0,-0.7,4.75
0.057458,0,-0.55,4.75
0.058173,0,-0.7,4.8
0.05821,0,-0.81,4.67
0.059264,0,-1.25,4.8
0.059907,0,-1.04,4.85
0.0605,0,-0.95,4.98
0.061069,0,-0.67,5.11
0.061069,0,-1,4.94
0.06164,0,-1.18,4.72
0.06279,0,-0.79,4.97
0.062875,0,-1.06,4.97
0.063373,0,-1.08,4.81
0.064681,0,-0.98,5.01
0.065081,0,-1.01,4.92
0.066486,0,-0.98,5.02
0.067371,0,-0.52,4.77
0.067371,0,-0.46,4.78
0.069093,0,-0.44,4.82
0.069432,0,-0.68,4.56
0.070097,0,-0.5,4.65
0.070827,0,-0.82,4.6
0.070827,0,-0.9,4.51
0.072533,0,0.18,4.41
0.072533,0,-0.12,4.66
0.072683,0,-0.6,4.52
0.073409,0,-1.21,4.5
0.073409,0,-1.69,4.56
0.0756,0,0.23,4.44
0.076085,0,-0.09,4.44
0.076735,0,0.12,4.23
0.078667,0,-0.38,4.37
0.078761,0,-0.48,4.23
0.080787,0,0.16,4.29
0.080787,0,0.2,4.13
0.081438,0,-0.17,4.12
0.081733,0,0.12,4.36
0.084114,0,-0.14,4.22
0.0848,0,0.13,3.93
0.0848,0,-0.14,4.27
0.08484,0,0.28,4.21
0.086791,0,-0.6,4.24
0.087867,0,-0.56,4.09
0.088892,0,-1.18,4.51
0.088892,0,-0.78,4.53
0.090933,0,-0.59,4.68
0.094,0,-0.3,4.42
0.094,0,-0.18,4.27
0.095583,0,-0.45,4.59
0.095856,0,0.21,4.32
0.096118,0,0.22,4.48
0.098055,0,-0.22,4.5
0.098236,0,0.17,4.19
0.100526,0,-0.49,4.34
0.102472,0,0.15,4.11
0.102998,0,-0.2,4.21
0.102998,0,-0.38,4.22
0.102998,0,-1.65,4.36
0.103389,0,0.17,4.01
0.105516,0,-0.11,4.1
0.105987,0,0,3.98
0.105987,0,-0.13,4.28
0.108225,0,-0.9,4.13
0.10874,0,-0.58,4.07
0.109195,0,-0.17,4.36
0.110935,0,-0.23,4.13
0.110935,0,-0.39,4.26
0.111493,0,-1.14,4.34
0.111493,0,-0.14,4.3
0.111517,0,-0.21,4.31
0.113645,0,-0.78,4.39
0.113839,0,-0.73,4.61
0.116064,0,-0.37,4.62
0.116193,0,-0.71,4.28
0.116957,0,-0.18,4.42
0.118191,0,-0.31,4.37
0.120318,0,-0.21,4.43
0.120395,0,0.01,4.12
0.120963,0,-0.47,4.58
0.122446,0,-0.08,3.81
0.122446,0,0.09,4.21
0.123348,0,-0.44,4.21
0.123521,0,0.05,3.93
0.123521,0,0.06,3.86
0.124573,0,-0.03,3.32
0.125733,0,-0.07,3.89
0.126646,0,-0.55,3.43
0.1267,0,-0.79,3.83
0.127737,0,-0.12,3.41
0.127844,0,-0.44,3.58
0.128822,0,-0.14,3.21
0.128822,0,-0.93,3.85
0.12947,0,-0.64,3.74
0.129643,0,0,3.52
0.130746,0,-0.74,4.28
0.130746,0,-0.29,3.37
0.131443,0,-0.88,3.55
0.13267,0,-0.84,4.23
0.132935,0,-0.82,4.99
0.133242,0,-1.4,4.81
0.134554,0,-0.82,5.16
0.134668,0,-0.43,5.32
0.135041,0,-1.17,5.21
0.136371,0,-0.4,5.24
0.138188,0,-0.69,5.2
0.14009,0,-0.72,5.3
0.141717,0,-0.78,5.19
0.142062,0,-0.67,5.07
0.14289,0,-1.53,5.18
0.144034,0,-0.71,5.19
0.146006,0,-0.79,4.98
0.146006,0,-1.64,4.81
0.146824,0,-1.29,5
0.14715,0,-0.89,5.11
0.147978,0,-1.48,4.79
0.148432,0,-1.43,4.96
0.148961,0,-1.37,4.97
0.149753,0,-1.06,4.92
0.150772,0,-1.23,5.1
0.152934,0,-1.09,4.73
0.153893,0,-0.87,5.1
0.154703,0,-1.19,5.03
0.155865,0,-0.2,4.9
0.156205,0,-0.82,5.12
0.15631,0,-1.15,4.82
0.157837,0,-0.35,4.77
0.158016,0,-0.46,4.79
0.159809,0,-0.92,4.99
0.160214,0,-1.03,4.71
0.161781,0,-0.76,4.85
0.161781,0,-0.12,4.79
0.162485,0,-1.09,4.77
0.164911,0,-1.85,4.8
0.167083,0,-0.18,4.82
0.167336,0,-0.76,4.62
0.168899,0,-0.52,4.64
0.169762,0,-1.19,4.69
0.170714,0,-0.47,4.63
0.172187,0,-1.15,4.72
0.174345,0,-0.78,4.96
0.174613,0,-1.33,4.54
0.176161,0,-0.44,4.85
0.177038,0,-1.24,4.7
0.179464,0,-1.06,4.86
0.179792,0,-0.22,4.69
0.181889,0,-0.96,4.91
0.181889,0,-1.12,4.73
0.185238,0,-0.74,4.9
0.18674,0,-1.23,4.77
0.188869,0,-0.45,4.66
0.190685,0,-0.06,4.1
0.190685,0,-1.22,4.24
0.190916,0,-0.09,4.36
0.191591,0,-0.43,4.12
0.191591,0,-0.72,4.53
0.193629,0,0.05,3.9
0.194017,0,-0.68,4.21
0.1962,0,0.05,3.92
0.1962,0,-0.49,4.21
0.196418,0,-1.46,4.04
0.198682,0,-0.26,3.83
0.198682,0,-0.39,3.85
0.198682,0,-1.13,4.09
0.19888,0,0.13,4
0.201169,0,-0.98,3.89
0.201169,0,-0.98,3.94
0.201169,0,-0.26,3.94
0.201612,0,-0.06,3.69
0.201813,0,0.04,3.69
0.203656,0,-0.47,3.97
0.204747,0,-0.08,4.01
0.207706,0,0.14,3.94
0.208382,0,0.01,3.98
0.210904,0,0.19,3.92
0.214857,0,-0.15,4.1
0.214857,0,-0.37,3.82
0.217298,0,0.04,3.74
0.217845,0,-0.17,4.1
0.218334,0,-0.06,3.69
0.220413,0,-0.32,3.78
0.220637,0,-0.93,3.85
0.220695,0,-0.43,3.81
0.223078,0,-0.92,4.09
0.223185,0,-0.44,3.94
0.225675,0,-0.62,3.97
0.225742,0,-0.67,4.85
0.225742,0,-0.89,4.66
0.225742,0,-0.98,4.7
0.228165,0,-1.19,4.68
0.228165,0,-0.7,4.75
0.228902,0,-0.09,4.54
0.231083,0,-0.07,4.69
0.233378,0,-0.78,4.28
0.234197,0,-0.69,4.55
0.235793,0,-0.88,4.62
0.237348,0,-0.33,4.63
0.238232,0,-0.13,4.21
0.238913,0,-1.3,4.14
0.240829,0,0,4.1
0.241303,0,-0.5,4.18
0.241303,0,-1.47,4.44
0.243105,0,-0.75,3.69
0.243105,0,-1.3,3.59
0.243455,0,-1.1,3.84
0.243859,0,-0.04,3.51
0.245024,0,-0.86,4.29
0.246143,0,-1.04,3.78
0.246143,0,-0.92,4.51
0.246593,0,-1.18,4.67
0.248427,0,-0.64,4.7
0.250711,0,-0.54,4.56
0.251938,0,-0.59,4.93
0.252712,0,-0.32,4.98
0.25416299999999997,0,-0.71,4.97
0.255772,0,-0.7,4.93
0.256403,0,-0.75,4.87
0.256859,0,-0.37,4.89
0.257718,0,-0.16,5.07
0.257757,0,-0.26,4.71
0.258643,0,-0.69,4.91
0.258643,0,-0.79,4.81
0.25928,0,-0.33,4.89
0.260098,0,-0.34,4.75
0.260098,0,-0.23,4.63
0.260883,0,-0.89,4.72
0.2617,0,-0.27,4.72
0.261728,0,-0.32,4.87
0.262238,0,-0.91,4.67
0.263123,0,-1.17,4.8
0.263713,0,-1.18,4.81
0.264123,0,-0.44,4.82
0.264856,0,-0.33,4.8
0.265363,0,-1.07,4.84
0.266543,0,-1.25,4.75
0.267236,0,-1.27,4.94
0.267603,0,-1.01,4.83
0.267684,0,-1.29,4.64
0.268862,0,-1.25,4.95
0.268862,0,-1.36,4.89
0.269589,0,-1.36,4.84
0.269589,0,-1.23,5.02
0.269669,0,-1.41,4.96
0.269843,0,-1.74,4.86
0.271013,0,-1.24,4.92
0.273162,0,-1.07,4.77
0.273588,0,-1.68,4.8
0.273588,0,-1.39,4.68
0.27364,0,-1.3,4.85
0.274167,0,-1.02,4.96
0.275312,0,-1.04,4.86
0.277461,0,-0.89,4.69
0.278618,0,-1.42,4.89
0.284576,0,-0.03,4.48
0.284576,0,-0.02,4.47
0.288392,0,-0.82,4.3
0.289424,0,-0.65,4.23
0.290867,0,-1.12,4.53
0.291849,0,-0.19,3.94
0.293342,0,-1.02,4.54
0.293342,0,-0.96,4.67
0.294273,0,-0.86,4.29
0.295817,0,-1.05,4.48
0.296697,0,-0.88,4.86
0.298045,0,-0.52,4.79
0.300765,0,-1.03,4.5
0.301545,0,-0.42,4.73
0.303346,0,0.1,4.6
0.306918,0,0,4.67
0.306918,0,0.14,4.24
0.309175,0,0.15,4.36
0.311748,0,-0.92,4.2
0.313707,0,-1.14,4.68
0.316893,0,-0.87,4.3
0.318469,0,-0.36,3.92
0.31946600000000003,0,-0.16,4.17
0.32085,0,-0.32,3.98
0.322039,0,-0.42,3.96
0.322039,0,-0.37,3.93
0.32329,0,-0.7,4.12
0.326281,0,0.21,3.55
0.32862,0,0.07,3.58
0.329274,0,0.2,3.6
0.332267,0,-0.16,3.46
0.334689,0,-0.31,3.24
0.335669,0,-0.1,3.39
0.336905,0,-1.06,3.36
0.336905,0,-1.14,3.61
0.3389,0,-1.75,4.17
0.3389,0,-1.29,4.19
0.343553,0,-0.96,4.99
0.343553,0,-1.21,4.86
0.345767,0,-0.52,5.2
0.348168,0,-1.08,4.42
0.350591,0,-0.36,4.82
0.350594,0,-1.06,5.2
0.352683,0,-1.33,4.76
0.353014,0,-1.17,4.83
0.354771,0,-0.64,4.96
0.354771,0,-0.6,4.82
0.355437,0,-1.19,4.78
0.356859,0,-1.14,4.76
0.356859,0,-1.38,4.8
0.35786,0,-1.1,4.91
0.361036,0,-1.33,4.88
0.365126,0,-0.6,4.83
0.365213,0,-1.08,5.01
0.367549,0,-0.3,4.78
0.367549,0,-0.38,4.87
0.369971,0,-0.37,4.67
0.372394,0,-0.73,4.71
0.373566,0,-0.42,4.87
0.374575,0,-0.25,4.61
0.375655,0,-0.68,4.75
0.376133,0,-1.08,4.65
0.37724,0,-0.42,4.55
0.377743,0,-0.25,4.5
0.378919,0,-0.62,4.58
0.379663,0,-0.27,4.35
0.379831,0,-0.81,4.57
0.379831,0,-0.42,4.49
0.382086,0,-0.63,4.68
0.38449,0,-0.71,4.58
0.38449,0,-0.79,4.54
0.384506,0,-0.1,4.22
0.386929,0,-0.07,4.6
0.387276,0,-0.48,4.42
0.389352,0,-0.04,4.25
0.389352,0,0.03,4.35
0.390273,0,0.1,4.2
0.390356,0,-0.06,4.35
0.391775,0,-0.08,4.31
0.392361,0,0.06,4.33
0.394197,0,0.1,4.24
0.394197,0,-0.09,4.35
0.39662,0,0.03,4.08
0.398716,0,-1.3,4.32
0.398716,0,-1.07,4.18
0.399116,0,-0.67,4.16
0.399351,0,-0.45,4.14
0.399908,0,-0.17,4.1
0.402313,0,0.25,3.74
0.404678,0,0.34,3.32
0.404678,0,0.15,3.57
0.40523,0,0.18,3.95
0.40523,0,0.18,3.84
0.407063,0,0.3,3.42
0.408143,0,0.08,3.34
0.408643,0,-0.44,4.04
0.409296,0,0.15,3.46
0.409296,0,0.31,3.37
0.410063,0,0.04,3.35
0.41087,0,0.21,3.43
0.411344,0,0.32,3.32
0.41285,0,-0.7,3.87
0.41285,0,-1.15,3.81
0.41291,0,-0.09,3.71
0.414333,0,-0.16,3.91
0.414333,0,-0.73,4.02
0.414893,0,-0.17,3.49
0.415592,0,-1.37,5.04
0.416416,0,-0.8,4.29
0.416416,0,-1.25,5.1
0.416936,0,-0.46,3.98
0.416936,0,-0.84,3.74
0.417167,0,-1.34,5.17
0.418741,0,-1.25,5.41
0.418849,0,0.12,3.59
0.418849,0,-0.33,4.33
0.418979,0,-1.55,4.09
0.421039,0,-0.34,4.17
0.422268,0,-1.84,5.09
0.422268,0,-1.36,4.43
0.422704,0,-0.07,4.24
0.423008,0,-1.03,5.5
0.423034,0,-1.11,5.26
0.423543,0,-1.13,5.46
0.423543,0,-1.11,5.46
0.42378,0,-1.71,5.34
0.423979,0,-1.25,5.23
0.424799,0,-1.52,5.26
0.425218,0,-1.22,5.4
0.425292,0,-1.77,5.33
0.425678,0,-1.18,5.33
0.425793,0,-1.17,5.32
0.426308,0,-0.89,5.21
0.426527,0,-0.91,5.12
0.426527,0,-0.76,5.19
0.426804,0,-1.67,5.22
0.427375,0,-0.59,4.67
0.428224,0,-0.62,4.85
0.428571,0,-0.58,4.92
0.429073,0,-0.41,4.58
0.429409,0,-0.52,4.84
0.429923,0,-0.59,4.82
0.429931,0,-1.21,4.98
0.430686,0,-0.67,4.83
0.430975,0,-1.15,4.82
0.43131,0,-0.79,5.03
0.43131,0,-0.83,5.02
0.43134,0,-1.25,5.17
0.43162,0,-1.04,5.03
0.43269,0,-0.7,4.74
0.432851,0,-1.01,5.05
0.432851,0,-1.45,5.09
0.433327,0,-0.56,5.02
0.433327,0,-0.91,4.93
0.434069,0,-1.15,4.94
0.434363,0,-1.61,4.94
0.435448,0,-1.34,4.99
0.435875,0,-1.09,5.03
0.437902,0,-1.17,4.97
0.437902,0,-0.63,4.91
0.43808,0,-0.7,4.86
0.441073,0,-0.98,5.1
0.442855,0,-0.28,4.69
0.44424400000000003,0,-0.47,4.65
0.44763,0,-0.32,4.64
0.453756,0,-1.01,4.86
0.454243,0,-0.41,4.76
0.454243,0,-0.61,4.93
0.456927,0,-0.58,4.96
0.461803,0,-0.69,4.34
0.463268,0,-0.75,4.8
0.466439,0,-0.74,4.64
0.466439,0,-0.56,4.85
0.46961,0,-0.39,4.48
0.47278,0,0.22,4.51
0.473902,0,0.06,4.32
0.473902,0,0.25,4.4
0.483161,0,0.37,4.13
0.484117,0,-0.17,3.99
0.484117,0,0.13,4.13
0.486166,0,0.05,4.2
0.488588,0,0.17,3.78
0.488674,0,0.44,3.85
0.49101,0,-1.06,3.86
0.492171,0,0.11,3.9
0.492887,0,-0.16,3.94
0.492887,0,0.08,4.16
0.493432,0,-0.28,3.72
0.494885,0,0.05,4.25
0.496058,0,0.23,4.01
0.497943,0,-0.43,4.61
0.499226,0,-0.14,4.54
0.499244,0,0.12,4.01
0.500081,1,-0.31,4.59
0.500081,1,-0.1,4.55
0.500335,1,0.4,3.98
0.501364,1,-0.52,4.21
0.502151,1,0.49,3.92
0.502219,1,-0.33,4.62
0.503502,1,-0.05,4.54
0.504221,1,0.15,3.81
0.50435700000000006,1,-0.17,4.46
0.50564,1,-0.09,4.51
0.50564,1,-0.18,4.51
0.506495,1,0.05,4.45
0.507718,1,0.32,4.08
0.507778,1,-0.29,4.42
0.508633,1,0.11,4.38
0.509916,1,0.21,4.27
0.510771,1,-0.18,4.41
0.510884,1,0.26,4.22
0.510884,1,0.48,4.24
0.511605,1,0.51,4.28
0.512054,1,-0.21,4.24
0.512904,1,0.44,4.38
0.512909,1,0.08,4.34
0.514192,1,0.17,4.19
0.514923,1,0.5,4.37
0.515047,1,-0.11,4.27
0.517025,1,0.52,4.18
0.517288,1,0.01,3.93
0.517288,1,-0.26,4.32
0.518098,1,0.45,4.4
0.518098,1,0.48,4.13
0.519221,1,0.49,4.24
0.519613,1,0.11,4.24
0.519613,1,-0.45,4.46
0.520515,1,0.3,4.18
0.521008,1,-0.48,4.32
0.521938,1,-0.08,4.32
0.522604,1,0.45,4.02
0.523333,1,-0.59,4.39
0.523333,1,-0.27,4.34
0.524263,1,-0.54,4.45
0.525625,1,-0.15,4.25
0.525625,1,-0.22,4.16
0.525658,1,-0.41,4.42
0.526381,1,0.21,4.11
0.526461,1,0.1,4.21
0.526588,1,-1.04,4.82
0.527497,1,-0.3,4.59
0.527983,1,-1.51,4.78
0.528268,1,-0.08,3.99
0.528535,1,-0.5,4.32
0.528937,1,-1.5,4.88
0.529571,1,-0.64,4.44
0.530156,1,-0.46,4.78
0.530156,1,-0.6,4.46
0.530477,1,-0.94,4.51
0.530477,1,-0.82,4.69
0.530789,1,-0.61,4.74
0.530789,1,-0.58,4.78
0.531503,1,-0.82,4.69
0.532113,1,-0.58,4.92
0.532294,1,-0.64,4.73
0.532294,1,-0.48,4.79
0.533043,1,-0.7,5.13
0.533043,1,-1.24,4.88
0.533496,1,-0.39,4.85
0.53407,1,-0.8,5.05
0.534156,1,-0.67,4.94
0.534696,1,-0.53,4.86
0.53561,1,-0.77,4.89
0.535899,1,-0.04,4.95
0.536198,1,-0.38,4.88
0.536198,1,-0.32,4.82
0.536636,1,-0.77,4.8
0.537098,1,-0.02,4.98
0.537098,1,-0.25,4.85
0.538176,1,-0.84,4.8
0.538241,1,-0.61,4.93
0.538301,1,-0.45,4.9
0.539202,1,-0.69,4.78
0.539202,1,-0.98,4.82
0.5395,1,-0.2,4.85
0.540363,1,-0.27,4.95
0.540762,1,-0.81,4.78
0.540762,1,-0.45,4.92
0.541667,1,-1.15,4.84
0.541667,1,-1.48,4.79
0.542048,1,-0.46,4.83
0.542712,1,-0.4,4.81
0.54333,1,-0.23,4.78
0.54398,1,-0.64,4.72
0.544616,1,-0.59,4.61
0.54506,1,-0.78,4.79
0.545901,1,-0.3,4.55
0.547866,1,-0.38,4.5
0.549894,1,-0.26,4.39
0.549894,1,-0.13,4.5
0.550108,1,-1.16,4.59
0.551921,1,-0.32,4.55
0.551925,1,-0.24,4.65
0.553944,1,-0.84,4.22
0.555629,1,0,4.31
0.557402,1,-0.8,4.47
0.56019,1,-0.17,3.72
0.561049,1,-0.48,4.59
0.5628,1,-0.03,4.36
0.563873,1,-0.18,3.94
0.563873,1,-0.24,4.35
0.566615,1,-0.09,4.49
0.567867,1,-0.13,4.37
0.568023,1,-0.65,4.18
0.568405,1,0.08,3.94
0.570307,1,0.21,3.72
0.571171,1,-0.39,3.9
0.571171,1,-0.6,3.89
0.571602,1,-0.14,4.24
0.572214,1,0.22,3.54
0.574117,1,0.2,3.63
0.574319,1,-0.1,3.99
0.575337,1,0.06,3.79
0.576023,1,0.22,3.7
0.577811,1,-0.98,3.74
0.577811,1,-0.03,3.69
0.577926,1,-0.37,3.72
0.579071,1,0.15,3.51
0.579832,1,-0.42,3.61
0.581451,1,-0.49,4.21
0.581735,1,-0.74,3.91
0.581735,1,-0.65,4.72
0.582806,1,0.22,3.72
0.582906,1,-0.17,3.72
0.583642,1,-0.85,4.49
0.58509,1,-0.41,4.84
0.585544,1,-1.33,4.27
0.586343,1,-0.96,4.57
0.58691,1,-0.79,4.39
0.587451,1,-0.93,4.68
0.58873,1,-1.38,4.65
0.588812,1,-1.03,4.68
0.588996,1,0.05,4.25
0.590459,1,-0.32,4.58
0.590459,1,-0.14,4.67
0.59047,1,-0.97,4.5
0.592028,1,-0.13,4.92
0.593099,1,0,4.24
0.593211,1,-0.83,4.59
0.593586,1,-0.46,4.59
0.594833,1,-0.09,4.39
0.594833,1,-0.27,4.69
0.595144,1,-0.21,4.45
0.595325,1,0.13,4.28
0.59574,1,-0.04,4.18
0.596098,1,-0.097,4.472
0.596759,1,-0.08,4.42
0.597438,1,-0.89,4.13
0.59808,1,-0.56,4.3
0.59838,1,0.01,4.4
0.598411,1,0.03,4.3
0.599402,1,0.164,4.398
0.599702,1,-0.28,4.37
0.600063,1,0.18,4.34
0.6011,1,-0.03,4.17
0.6011,1,-0.64,4.37
0.601385,1,-1.04,4.24
0.602398,1,0.04,4.4
0.602706,1,-0.382,4.345
0.60293,1,-0.86,4.42
0.60293,1,-0.57,4.41
0.603367,1,-0.37,4.29
0.604689,1,-0.54,4.23
0.604689,1,-0.42,4.12
0.604756,1,-0.19,4.24
0.605243,1,0,3.99
0.606011,1,-0.508,4.388
0.606586,1,0.16,4.78
0.606672,1,-0.7,4.09
0.607993,1,-0.38,4.09
0.607993,1,-1.01,4.28
0.608412,1,0.07,4.11
0.609315,1,-0.524,4.088
0.609976,1,-0.51,4.03
0.610241,1,0.22,3.76
0.610933,1,-0.17,4.26
0.611297,1,-0.49,4.15
0.612067,1,0,4.09
0.612067,1,0.08,4.05
0.612619,1,-0.708,4.249
0.61328,1,-0.7,4.19
0.613779,1,0.07,3.76
0.613779,1,-0.11,3.82
0.613897,1,0.14,4.05
0.614602,1,-0.31,4.11
0.615723,1,0.15,3.62
0.615723,1,-0.01,3.79
0.615923,1,-0.846,3.976
0.616584,1,-0.83,3.92
0.616624,1,-0.11,3.84
0.617553,1,0.02,3.85
0.617906,1,-0.27,3.67
0.617906,1,-0.39,3.95
0.619228,1,-0.256,4.032
0.619379,1,-0.05,3.95
0.619469,1,0.02,3.65
0.619838,1,-0.24,3.98
0.620955,1,-0.37,4.1
0.621257,1,-0.59,4.29
0.622322,1,-0.708,4.271
0.622383,1,-0.12,4.05
0.623011,1,-0.7,4.21
0.623458,1,-0.7,5.38
0.625417,1,-0.88,4.33
0.625417,1,-0.2,4.03
0.625616,1,-0.97,5.07
0.625767,1,-0.282,4.106
0.626456,1,-0.27,4.05
0.627769,1,-0.85,5.43
0.627833,1,-1.34,5.12
0.62845,1,-0.77,5.23
0.629211,1,-1.799,5.393
0.6299,1,-1.79,5.33
0.629923,1,-0.87,5.47
0.631278,1,-1.78,5.41
0.631483,1,-1.04,5.26
0.63208,1,-0.61,5.43
0.632656,1,-0.956,5.453
0.633222,1,-0.94,5.4
0.633984,1,-1.15,5.53
0.634028,1,-0.7,5.41
0.634111,1,-1.07,5.48
0.635,1,-1.151,5.27
0.635444,1,-1.14,5.21
0.635826,1,-0.47,5.42
0.635953,1,-0.66,5.25
0.636333,1,-1.23,5.37
0.637222,1,-0.985,5.273
0.637621,1,-0.56,5.46
0.637621,1,-0.86,5.16
0.637667,1,-0.97,5.22
0.637921,1,-0.9,5.31
0.638556,1,-1.25,5.42
0.639419,1,-0.61,5.26
0.639419,1,-0.56,5.26
0.639444,1,-1.137,5.198
0.639889,1,-1.12,5.14
0.63989,1,-0.74,5.33
0.640778,1,-1.29,5.13
0.641214,1,-0.78,5.32
0.641667,1,-1.452,5.095
0.641859,1,-0.86,5.23
0.642111,1,-1.44,5.04
0.643,1,-0.99,5.26
0.643012,1,-0.67,5.2
0.643827,1,-1.3,5.16
0.643889,1,-1.377,5.188
0.644333,1,-1.36,5.13
0.644807,1,-0.9,5.11
0.645222,1,-1.1,5.12
0.645985,1,-0.81,5.21
0.646111,1,-1.394,5.079
0.646556,1,-1.38,5.02
0.646605,1,-1.13,5.09
0.647444,1,-1.09,5.09
0.648333,1,-1.538,5.037
0.648399,1,-0.77,5.13
0.648529,1,-0.62,5.01
0.648529,1,-0.53,4.92
0.648903,1,-1.52,4.98
0.650198,1,-0.47,5.03
0.650292,1,-1.1,4.98
0.651072,1,-0.92,4.99
0.651681,1,-1.266,5.115
0.651776,1,-0.41,5.07
0.652375,1,-1.25,5.05
0.653255,1,-0.74,4.93
0.653361,1,-0.98,4.95
0.65473,1,-0.79,4.93
0.655153,1,-1.558,5.057
0.655847,1,-1.55,5
0.656159,1,-0.8,4.86
0.656209,1,-0.86,4.97
0.657236,1,-1.29,4.95
0.657684,1,-0.42,4.91
0.658625,1,-1.412,4.922
0.658703,1,-1.06,4.88
0.659163,1,-1.01,4.81
0.659319,1,-1.4,4.87
0.660639,1,-1.15,4.91
0.660708,1,-1.95,4.94
0.661246,1,-0.92,5.09
0.662097,1,-1.171,5.083
0.662117,1,-0.3,4.72
0.662117,1,-0.3,4.53
0.662792,1,-1.16,5.02
0.663593,1,-0.19,4.83
0.66379,1,-0.8,4.86
0.664181,1,-2.05,5.01
0.665071,1,-0.63,4.88
0.665569,1,-1.458,4.748
0.666264,1,-1.44,4.69
0.666547,1,-1.6,4.77
0.668035,1,-1.24,5.01
0.669042,1,-1.216,4.804
0.669526,1,-0.64,4.9
0.669526,1,-0.75,5
0.669715,1,-0.83,4.91
0.669715,1,-0.73,4.96
0.669736,1,-1.2,4.74
0.671016,1,-0.8,4.7
0.672208,1,-1.503,4.836
0.67251,1,-1.43,4.76
0.67278,1,-1.49,4.78
0.673097,1,-0.9,4.85
0.673924,1,-1.53,4.85
0.674001,1,-1.12,4.91
0.675495,1,-0.76,4.84
0.676478,1,-1.07,4.75
0.676985,1,-0.38,4.73
0.678479,1,-0.33,4.4
0.67997,1,-0.39,4.49
0.67997,1,-0.29,4.64
0.680789,1,-1.449,4.911
0.681361,1,-1.64,4.61
0.682505,1,-1.38,4.84
0.682954,1,-0.66,4.45
0.683242,1,-0.67,4.78
0.683242,1,-1.04,4.74
0.684221,1,-1.08,4.61
0.685365,1,-0.71,4.56
0.685365,1,-1.29,4.79
0.685939,1,-0.15,4.35
0.686223,1,-1.281,4.8
0.686623,1,-0.42,4.43
0.686795,1,-1.47,4.5
0.686831,1,-0.3,4.2
0.688028,1,-0.11,4.11
0.688028,1,0.05,4.05
0.68937,1,-0.64,4.415
0.689786,1,0,4.01
0.6899,1,-0.26,4.24
0.689942,1,-0.62,4.36
0.690216,1,-0.49,3.98
0.691937,1,0.01,3.92
0.69223,1,-0.525,4.556
0.692802,1,-0.51,4.5
0.694502,1,0.15,3.84
0.69454,1,-0.27,4.37
0.695069,1,-0.888,4.359
0.695636,1,-0.87,4.3
0.696205,1,0.25,3.9
0.696768,1,-0.75,4.26
0.696845,1,0.02,3.75
0.696845,1,-0.64,4.11
0.697901,1,-1.171,4.181
0.698467,1,-1.16,4.12
0.69876,1,-0.23,3.93
0.699512,1,0,3.72
